Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
167314000,00000228,false,0,4,40,C8,00,E8,00,00,00,00,
167314000,000002C8,false,0,8,6E,80,03,7B,00,00,20,56,
167314000,00000116,false,0,6,00,B0,F4,41,9B,97,00,00,
167314000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
167314000,00000116,false,0,6,00,B0,F4,41,9B,97,00,00,
167314000,00000102,false,0,6,24,96,DF,FF,CE,FF,00,00,
167324000,0000000E,false,0,8,20,69,3F,FF,08,FF,00,E9,
167324000,00000278,false,0,8,02,24,40,00,04,00,70,E0,
167324000,00000228,false,0,4,40,C8,10,25,00,00,00,00,
167324000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
167324000,00000408,false,0,1,40,00,00,00,00,00,00,00,
167324000,00000116,false,0,6,00,C0,F4,41,9C,A8,00,00,
167324000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
167324000,00000116,false,0,6,00,C0,F4,41,9C,A8,00,00,
167324000,00000102,false,0,6,09,96,D4,FF,BE,FF,00,00,
167334000,0000000E,false,0,8,20,69,3F,FF,08,FF,10,24,
167334000,00000278,false,0,8,02,24,40,00,04,00,80,F0,
167334000,00000108,false,0,4,00,00,0E,24,00,00,00,00,
167334000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167334000,00000168,false,0,8,33,0D,1C,7F,00,00,E0,21,
167334000,00000228,false,0,4,40,C8,20,6F,00,00,00,00,
167334000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167334000,00000228,false,0,4,40,C8,20,6F,00,00,00,00,
167334000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167334000,00000106,false,0,8,00,A0,00,00,FF,FF,00,A5,
167334000,00000256,false,0,8,81,08,00,30,00,20,00,31,
167334000,00000102,false,0,6,09,96,C0,FF,A4,FF,00,00,
167334000,00000116,false,0,6,00,C0,F4,41,9D,A9,00,00,
167334000,00000266,false,0,8,84,04,00,00,07,70,0A,4B,
167344000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
167344000,00000278,false,0,8,02,24,40,00,04,00,90,00,
167344000,00000238,false,0,8,00,FF,00,00,00,00,61,8A,
167344000,0000025C,false,0,8,01,02,26,9A,34,00,98,04,
167344000,00000228,false,0,4,40,C8,30,A2,00,00,00,00,
167344000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167344000,00000106,false,0,8,00,C0,00,00,FF,FF,00,C5,
167344000,00000116,false,0,6,00,C0,F4,41,9E,AA,00,00,
167344000,00000102,false,0,6,09,96,B5,FF,73,FF,00,00,
167344000,00000238,false,0,8,00,FF,00,00,00,00,61,8A,
167354000,0000000E,false,0,8,20,68,3F,FF,08,FF,30,E5,
167354000,000001F8,false,0,8,01,EF,F0,B6,D3,F7,00,00,
167354000,0000031A,false,0,8,FA,DD,FF,A3,F5,29,FF,87,
167354000,0000049A,false,0,8,00,00,00,00,00,00,00,00,
167354000,00000108,false,0,4,00,00,0F,25,00,00,00,00,
167354000,00000278,false,0,8,02,24,40,00,04,00,A0,10,
167354000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167354000,00000168,false,0,8,33,0D,1C,7F,00,00,F0,31,
167354000,00000228,false,0,4,40,C8,40,FB,00,00,00,00,
167354000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167354000,00000228,false,0,4,40,C8,40,FB,00,00,00,00,
167354000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167354000,00000106,false,0,8,00,E0,00,00,FF,FF,00,E5,
167354000,00000125,false,0,4,FF,03,2F,07,00,00,00,00,
167354000,00000116,false,0,6,00,C0,F4,41,9F,AB,00,00,
167354000,00000102,false,0,6,F0,95,B0,FF,49,FF,00,00,
167354000,00000138,false,0,5,00,17,4D,00,00,00,00,00,
167354000,000005B8,false,0,8,00,2A,84,14,03,00,00,00,
167364000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
167364000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
167364000,0000021A,false,0,8,FE,36,13,FE,69,05,07,AD,
167364000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
167364000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
167364000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
167364000,00000210,false,0,7,00,00,E3,20,22,86,FF,00,
167364000,0000000E,false,0,8,20,68,3F,FF,08,FF,40,BC,
167364000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
167364000,000006F2,false,0,8,0D,4B,73,D3,EC,34,37,CD,
167364000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
167364000,00000222,false,0,7,00,00,02,96,00,10,70,00,
167364000,000002A2,false,0,7,00,00,02,96,00,10,70,00,
167364000,00000232,false,0,4,07,24,68,82,00,00,00,00,
167364000,00000402,false,0,2,10,00,00,00,00,00,00,00,
167364000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
167364000,00000228,false,0,4,40,C8,50,36,00,00,00,00,
167364000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
167364000,000002AC,false,0,8,0F,00,20,90,00,00,D6,CE,
167364000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
167364000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167364000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
167364000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
167364000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
167364000,0000079C,false,0,8,0F,00,32,04,26,10,00,00,
167364000,00000102,false,0,6,EF,95,B0,FF,48,FF,00,00,
167364000,00000116,false,0,6,00,C0,F4,41,90,9C,00,00,
167364000,00000278,false,0,8,02,24,40,00,04,00,B0,20,
167374000,000001F8,false,0,8,01,EF,F0,C6,D3,07,00,00,
167374000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
167374000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8F,
167374000,0000000E,false,0,8,20,68,3F,FF,08,FF,50,71,
167374000,00000108,false,0,4,00,00,00,16,00,00,00,00,
167374000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167374000,00000168,false,0,8,33,0D,1C,7F,00,00,00,41,
167374000,00000278,false,0,8,02,24,40,00,04,00,C0,30,
167374000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167374000,00000278,false,0,8,02,24,40,00,04,00,C0,30,
167374000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
167374000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
167374000,00000228,false,0,4,40,C8,60,7C,00,00,00,00,
167374000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
167374000,00000154,false,0,8,00,17,14,00,00,F2,1F,00,
167374000,00000106,false,0,8,00,20,00,00,FF,FF,00,25,
167374000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
167374000,00000102,false,0,6,E2,95,B4,FF,40,FF,00,00,
167374000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
167384000,0000000E,false,0,8,20,68,3F,FF,08,FF,60,3B,
167384000,00000278,false,0,8,02,24,40,00,04,00,D0,40,
167384000,00000228,false,0,4,40,C8,70,B1,00,00,00,00,
167384000,00000154,false,0,8,00,17,14,00,00,DE,1F,00,
167384000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
167384000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
167384000,000005E8,false,0,6,00,00,00,00,00,00,00,00,
167384000,00000126,false,0,7,01,03,36,00,00,48,09,00,
167384000,000005E8,false,0,6,00,00,00,00,00,00,00,00,
167394000,0000000E,false,0,8,20,68,3F,FF,08,FF,70,F6,
167394000,00000278,false,0,8,02,24,40,00,04,00,E0,50,
167394000,00000108,false,0,4,00,00,01,17,00,00,00,00,
167394000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167394000,00000168,false,0,8,33,0D,1C,7F,00,00,10,51,
167394000,000001F8,false,0,8,01,EF,F0,D6,D3,17,00,00,
167394000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167394000,00000228,false,0,4,40,C8,80,CE,00,00,00,00,
167394000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
167394000,00000154,false,0,8,00,17,14,00,00,D1,1F,00,
167394000,00000754,false,0,8,65,AC,FF,00,00,00,00,00,
167394000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
167394000,00000754,false,0,8,67,00,15,00,00,00,00,00,
167394000,00000102,false,0,6,FB,95,AD,FF,6E,FF,00,00,
167394000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
167394000,00000754,false,0,8,66,00,00,00,00,00,00,00,
167404000,00000754,false,0,8,64,71,05,72,05,72,05,00,
167404000,00000228,false,0,4,40,C8,90,03,00,00,00,00,
167404000,0000000E,false,0,8,20,68,3F,FF,08,FF,80,89,
167404000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
167404000,00000278,false,0,8,02,24,40,00,04,00,F0,60,
167404000,0000036C,false,0,8,00,00,00,00,00,00,00,00,
167404000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
167404000,0000022C,false,0,8,00,00,D3,8E,00,00,D6,CE,
167404000,0000024C,false,0,8,AB,7D,00,00,00,F1,00,53,
167404000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
167404000,00000398,false,0,8,55,53,00,00,00,00,00,00,
167404000,00000154,false,0,8,00,17,14,00,00,CA,1F,00,
167404000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
167404000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
167404000,0000051C,false,0,8,01,00,00,00,FE,00,00,09,
167404000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
167404000,0000071C,false,0,8,0D,30,03,00,00,00,00,F1,
167404000,0000071C,false,0,8,0D,30,03,00,00,00,00,00,
167414000,0000000E,false,0,8,20,68,3F,FF,08,FF,90,44,
167414000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
167414000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
167414000,00000108,false,0,4,00,00,02,18,00,00,00,00,
167414000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167414000,00000168,false,0,8,32,0D,1C,7F,00,00,20,60,
167414000,0000037C,false,0,8,00,00,00,00,00,00,00,00,
167414000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167414000,00000102,false,0,6,EF,95,9E,FF,69,FF,00,00,
167414000,00000278,false,0,8,02,24,40,00,04,00,00,70,
167414000,000002C8,false,0,8,6E,80,03,7B,00,00,30,66,
167414000,00000228,false,0,4,40,C8,A0,49,00,00,00,00,
167414000,00000154,false,0,8,00,17,14,00,00,C6,1F,00,
167414000,00000106,false,0,8,00,A0,00,00,FF,FF,00,A5,
167414000,00000116,false,0,6,00,C0,F4,41,95,A1,00,00,
167414000,00000102,false,0,6,EF,95,9E,FF,69,FF,00,00,
167424000,0000000E,false,0,8,20,69,3F,FF,08,FF,A0,48,
167424000,00000116,false,0,6,00,C0,F4,41,96,A2,00,00,
167424000,00000228,false,0,4,40,C8,B0,84,00,00,00,00,
167424000,00000278,false,0,8,02,48,40,00,04,00,10,A4,
167424000,000003D8,false,0,3,86,06,00,00,00,00,00,00,
167424000,00000408,false,0,1,50,00,00,00,00,00,00,00,
167424000,00000154,false,0,8,00,17,14,00,00,C3,1F,00,
167424000,00000106,false,0,8,00,C0,00,00,FF,FF,00,C5,
167424000,00000116,false,0,6,00,C0,F4,41,96,A2,00,00,
167424000,00000102,false,0,6,F0,95,9F,FF,34,FF,00,00,
167434000,0000035C,false,0,8,00,00,00,00,00,00,00,00,
167434000,00000108,false,0,4,00,00,03,19,00,00,00,00,
167434000,00000278,false,0,8,02,48,40,00,04,00,20,B4,
167434000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167434000,00000168,false,0,8,32,0D,1C,7F,00,00,30,70,
167434000,000001F8,false,0,8,01,EF,F0,F6,D3,37,00,00,
167434000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167434000,00000154,false,0,8,00,17,14,00,00,C0,1F,00,
167434000,00000228,false,0,4,40,C8,C0,DD,00,00,00,00,
167434000,00000154,false,0,8,00,17,14,00,00,C0,1F,00,
167434000,00000106,false,0,8,00,E0,00,00,FF,FF,00,E5,
167434000,00000116,false,0,6,00,C0,F4,41,97,A3,00,00,
167434000,00000256,false,0,8,81,08,00,30,00,30,00,41,
167434000,00000102,false,0,6,E4,95,A2,FF,38,FF,00,00,
167434000,00000266,false,0,8,84,04,00,00,64,70,0A,4B,
167444000,0000000E,false,0,8,20,6A,3F,FF,08,FF,C0,16,
167444000,0000025C,false,0,8,01,02,26,9A,18,00,9E,04,
167444000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
167444000,0000025C,false,0,8,01,02,26,9A,18,00,9E,04,
167444000,00000228,false,0,4,40,C8,D0,10,00,00,00,00,
167444000,00000278,false,0,8,02,48,40,00,04,00,30,C4,
167444000,00000154,false,0,8,00,17,14,00,00,C4,1F,00,
167444000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
167444000,00000116,false,0,6,00,C0,F4,41,98,A4,00,00,
167444000,00000102,false,0,6,EF,95,B2,FF,51,FF,00,00,
167454000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
167454000,0000000E,false,0,8,20,6A,3F,FF,08,FF,D0,DB,
167454000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167454000,0000032A,false,0,8,17,17,12,00,64,00,1B,00,
167454000,000004AA,false,0,8,00,00,00,00,00,00,00,00,
167454000,00000108,false,0,4,00,00,04,1A,00,00,00,00,
167454000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167454000,00000168,false,0,8,32,0D,1C,7F,00,00,40,80,
167454000,000001F8,false,0,8,01,EF,F0,06,D3,47,00,00,
167454000,00000228,false,0,4,40,C8,E0,5A,00,00,00,00,
167454000,0000033C,false,0,8,00,55,55,55,01,00,00,00,
167454000,00000138,false,0,5,00,18,4E,00,00,00,00,00,
167454000,00000106,false,0,8,00,20,00,00,FF,FF,00,25,
167454000,00000278,false,0,8,02,48,40,00,04,00,40,D4,
167454000,00000116,false,0,6,00,C0,F4,41,99,A5,00,00,
167454000,00000102,false,0,6,FB,95,C7,FF,6A,FF,00,00,
167454000,00000125,false,0,4,FF,02,2F,08,00,00,00,00,
167454000,00000138,false,0,5,00,18,4E,00,00,00,00,00,
167464000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
167464000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
167464000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
167464000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
167464000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
167464000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
167464000,00000210,false,0,7,00,00,E3,1D,1F,86,FF,00,
167464000,0000000E,false,0,8,20,6B,3F,FF,08,FF,E0,D7,
167464000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
167464000,000006F2,false,0,8,0E,43,33,D1,4C,34,13,CD,
167464000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
167464000,00000222,false,0,7,00,00,F8,95,00,10,70,00,
167464000,000002A2,false,0,7,00,00,F8,95,00,10,70,00,
167464000,00000278,false,0,8,02,48,40,00,04,00,50,E4,
167464000,00000232,false,0,4,07,24,68,82,00,00,00,00,
167464000,00000402,false,0,2,10,00,00,00,00,00,00,00,
167464000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
167464000,000002AC,false,0,8,10,00,07,90,00,F1,00,69,
167464000,000002AC,false,0,8,10,00,07,90,00,00,D6,CE,
167464000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
167464000,00000154,false,0,8,00,17,14,00,00,E6,1F,00,
167464000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
167464000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
167464000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
167464000,0000079C,false,0,8,10,08,B0,00,BF,DF,FF,00,
167464000,0000020A,false,0,8,00,01,01,82,E1,40,11,F1,
167464000,0000020A,false,0,8,00,01,01,82,E1,40,11,11,
167474000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
167474000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8F,
167474000,0000000E,false,0,8,20,6B,3F,FF,08,FF,F0,1A,
167474000,00000108,false,0,4,00,00,05,1B,00,00,00,00,
167474000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167474000,00000168,false,0,8,32,0D,1C,7F,00,00,50,90,
167474000,00000278,false,0,8,02,48,40,00,04,00,60,F4,
167474000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167474000,00000102,false,0,6,09,96,CC,FF,B7,FF,00,00,
167474000,00000228,false,0,4,40,C8,00,E8,00,00,00,00,
167474000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
167474000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
167474000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
167474000,00000154,false,0,8,00,17,14,00,00,F5,1F,00,
167474000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
167474000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
167474000,00000116,false,0,6,00,C0,F4,41,9B,A7,00,00,
167474000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
167484000,0000000E,false,0,8,20,6C,3F,FF,08,FF,00,AA,
167484000,00000278,false,0,8,02,48,40,00,04,00,70,04,
167484000,00000228,false,0,4,40,C8,10,25,00,00,00,00,
167484000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167484000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
167484000,00000116,false,0,6,00,C0,F4,41,9C,A8,00,00,
167484000,00000102,false,0,6,09,96,C7,FF,BC,FF,00,00,
167484000,00000126,false,0,7,01,03,69,00,00,48,09,00,
167494000,00000228,false,0,4,40,C8,20,6F,00,00,00,00,
167494000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167494000,00000108,false,0,4,00,00,06,1C,00,00,00,00,
167494000,00000278,false,0,8,02,48,40,00,04,00,80,14,
167494000,00000168,false,0,8,32,0D,1C,7F,00,00,60,A0,
167494000,000001F8,false,0,8,01,EF,F0,26,D3,67,00,00,
167494000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167494000,00000754,false,0,8,65,DB,FF,00,00,F1,00,DA,
167494000,00000754,false,0,8,65,DB,FF,00,00,00,00,00,
167494000,00000106,false,0,8,00,A0,00,00,FF,FF,00,A5,
167494000,00000116,false,0,6,00,C0,F4,41,9D,A9,00,00,
167494000,00000102,false,0,6,14,96,C8,FF,98,FF,00,00,
167494000,00000754,false,0,8,67,00,15,00,00,00,00,00,
167494000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
167504000,00000754,false,0,8,66,00,00,00,00,00,00,00,
167504000,0000000E,false,0,8,20,6C,3F,FF,08,FF,20,2D,
167504000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
167504000,00000228,false,0,4,40,C8,30,A2,00,00,00,00,
167504000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
167504000,00000278,false,0,8,02,48,40,00,04,00,90,24,
167504000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
167504000,0000022C,false,0,8,00,00,F5,8E,00,00,D6,CE,
167504000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
167504000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
167504000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
167504000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
167504000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
167504000,0000053C,false,0,8,0B,00,06,08,00,00,00,00,
167504000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167504000,0000071C,false,0,8,0E,00,00,01,5D,56,6E,01,
167504000,00000106,false,0,8,00,C0,00,00,FF,FF,00,C5,
167504000,00000116,false,0,6,00,C0,F4,41,9E,AA,00,00,
167504000,00000102,false,0,6,FB,95,CA,FF,86,FF,00,00,
167514000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
167514000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
167514000,00000228,false,0,4,40,C8,F1,00,00,00,00,00,
167514000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
167514000,00000168,false,0,8,32,0D,1C,7F,00,00,70,B0,
167514000,000001F8,false,0,8,01,EF,F0,36,D3,77,00,00,
167514000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167514000,00000278,false,0,8,02,48,40,00,04,00,A0,34,
167514000,00000154,false,0,8,00,17,14,00,00,F1,00,0B,
167514000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167514000,00000106,false,0,8,00,E0,00,00,FF,FF,00,E5,
167514000,00000116,false,0,6,00,C0,F4,41,9F,AB,00,00,
167514000,00000102,false,0,6,FB,95,CF,FF,82,FF,00,00,
167524000,0000000E,false,0,8,20,6C,3F,FF,08,FF,40,B9,
167524000,00000278,false,0,8,02,48,40,00,04,00,B0,44,
167524000,00000228,false,0,4,40,C8,50,36,00,00,00,00,
167524000,00000154,false,0,8,00,17,14,00,F1,00,D5,36,
167524000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167524000,00000106,false,0,8,00,00,00,00,FF,FF,00,05,
167524000,00000512,false,0,8,01,00,00,00,FE,00,00,1F,
167524000,00000102,false,0,6,FA,95,D7,FF,86,FF,00,00,
167524000,00000116,false,0,6,00,C0,F4,41,90,9C,00,00,
167524000,00000302,false,0,3,60,4B,0D,00,00,00,00,00,
167534000,00000342,false,0,8,00,00,00,00,00,00,00,00,
167534000,00000312,false,0,8,00,00,19,34,32,30,ED,27,
167534000,00000352,false,0,8,00,00,00,00,00,00,00,00,
167534000,000003C2,false,0,8,00,00,00,00,00,00,00,00,
167534000,000003B2,false,0,8,00,00,00,00,00,00,00,00,
167534000,00000332,false,0,8,D3,07,C1,7E,D0,77,87,7C,
167534000,00000362,false,0,8,00,00,00,00,00,00,00,00,
167534000,00000522,false,0,8,00,00,00,00,00,18,FC,00,
167534000,00000372,false,0,8,00,00,00,00,00,00,00,00,
167534000,000003D2,false,0,8,7C,F8,4F,00,33,07,54,00,
167534000,000003E2,false,0,8,00,00,00,00,00,00,00,00,
167534000,00000242,false,0,8,00,00,00,00,00,00,00,00,
167534000,000003E2,false,0,8,00,00,00,00,00,00,00,00,
167534000,000003F2,false,0,6,EF,95,FF,71,FF,51,00,00,
167534000,00000322,false,0,8,00,00,00,00,00,00,00,00,
167534000,0000000E,false,0,8,20,6C,3F,FF,08,FF,50,74,
167534000,00000412,false,0,6,08,09,C7,60,60,00,00,00,
167534000,000007E2,false,0,8,4F,00,00,00,00,00,00,02,
167534000,00000108,false,0,4,00,00,08,1E,00,00,00,00,
167534000,000001F8,false,0,8,01,EF,F0,46,D3,87,00,00,
167534000,00000168,false,0,8,32,0D,1C,7F,00,00,80,C0,
167534000,000001F8,false,0,8,01,EF,F0,46,D3,87,00,00,
167534000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167534000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
167534000,00000154,false,0,8,00,17,14,00,00,00,00,00,
167534000,00000106,false,0,8,00,20,00,00,FF,FF,00,25,
167534000,00000256,false,0,8,81,08,00,30,00,40,00,51,
167534000,00000102,false,0,6,15,96,D8,FF,A1,FF,00,00,
167534000,00000116,false,0,6,00,C0,F4,41,91,9D,00,00,
167534000,00000266,false,0,8,84,04,00,00,58,70,0A,4B,
167544000,00000238,false,0,8,00,FF,00,00,00,00,81,38,
167544000,0000000E,false,0,8,20,6B,3F,FF,08,FF,60,F1,
167544000,00000278,false,0,8,02,48,40,00,04,00,D0,64,
167544000,0000021C,false,0,8,00,08,00,00,86,01,00,14,
167544000,0000025C,false,0,8,01,02,26,9A,7C,00,A4,04,
167544000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
167544000,00000154,false,0,8,10,17,14,00,00,00,00,00,
167544000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
167544000,00000106,false,0,8,00,40,00,00,FF,FF,00,45,
167544000,00000116,false,0,6,00,C0,F4,41,92,9E,00,00,
167544000,00000102,false,0,6,15,96,D3,FF,BF,FF,00,00,
167554000,0000000E,false,0,8,20,6B,3F,FF,08,FF,70,3C,
167554000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
167554000,0000033A,false,0,8,6B,92,FF,7F,00,00,11,11,
167554000,000004BA,false,0,8,00,00,00,00,00,00,00,00,
167554000,00000108,false,0,4,00,00,09,1F,00,00,00,00,
167554000,000001F8,false,0,8,01,EF,F0,57,D4,97,00,00,
167554000,00000168,false,0,8,32,0D,1C,7F,00,00,90,D0,
167554000,00000116,false,0,6,00,C0,F4,41,93,9F,00,00,
167554000,000002A8,false,0,8,00,00,00,00,00,00,00,1B,
167554000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
167554000,00000154,false,0,8,10,17,14,00,00,00,00,00,
167554000,00000278,false,0,8,02,48,40,00,04,00,E0,74,
167554000,00000106,false,0,8,00,60,00,00,FF,FF,00,65,
167554000,00000102,false,0,6,15,96,CC,FF,BC,FF,00,00,
167554000,00000138,false,0,5,00,19,4F,00,00,00,00,00,
167554000,00000125,false,0,4,FF,02,30,09,00,00,00,00,
167554000,00000138,false,0,5,00,19,4F,00,00,00,00,00,
167564000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
167564000,0000023A,false,0,8,00,38,00,12,00,00,00,00,
167564000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
167564000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
167564000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
167564000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
167564000,00000210,false,0,7,00,00,E3,23,26,86,FF,00,
167564000,0000000E,false,0,8,20,6B,3F,FF,08,FF,80,43,
167564000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
167564000,000006F2,false,0,8,0F,4C,B3,D2,AC,34,2B,CD,
167564000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
167564000,00000222,false,0,7,00,00,08,96,00,10,70,00,
167564000,000002A2,false,0,7,00,00,08,96,00,10,70,00,
167564000,00000232,false,0,4,02,24,68,82,00,00,00,00,
167564000,00000402,false,0,2,10,00,00,00,00,00,00,00,
167564000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
167564000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
167564000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
167564000,000002AC,false,0,8,10,00,0C,90,00,00,D6,CE,
167564000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
167564000,00000154,false,0,8,10,17,14,00,00,00,00,00,
167564000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
167564000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
167564000,0000079C,false,0,8,11,00,00,00,01,FF,00,00,
167564000,00000106,false,0,8,00,80,00,00,FF,FF,00,85,
167564000,00000102,false,0,6,08,96,C4,FF,BC,FF,00,00,
167564000,00000116,false,0,6,00,C0,F4,41,94,A0,00,00,
167574000,0000020A,false,0,8,00,01,01,82,F1,40,11,11,
167574000,00000278,false,0,8,02,48,40,00,04,00,F0,84,
167574000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
167574000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8F,
167574000,0000000E,false,0,8,20,6B,3F,FF,08,FF,90,8E,
167574000,00000288,false,0,8,00,00,00,00,00,1B,00,00,
